autoroute;sens;nom_aire;type;pk_texte;pk_km
A1;Sens Paris - Lille;La Courneuve-Est;Service;Km 5;5
A1;Sens Paris - Lille;Villeron;Repos;Km 24;24
A1;Sens Paris - Lille;Vémars-Est;Service;Km 26;26
A1;Sens Paris - Lille;Survilliers-Est;Repos;Km 30;30
A1;Sens Paris - Lille;Chamant;Repos;Km 44;44
A1;Sens Paris - Lille;Roberval;Repos;Km 53;53
A1;Sens Paris - Lille;Chevrières;Repos;Km 60;60
A1;Sens Paris - Lille;Remy;Repos;Km 68;68
A1;Sens Paris - Lille;Ressons-Est;Service;Km 80;80
A1;Sens Paris - Lille;Tilloloy-Est;Repos;Km 92;92
A1;Sens Paris - Lille;Goyencourt-Est;Repos;Km 104;104
A1;Sens Paris - Lille;Fonches;Repos;Km 110;110
A1;Sens Paris - Lille;Cœur des Hauts-de-France-Est;Service;Km 122;122
A1;Sens Paris - Lille;Feuillères;Repos;Km 129;129
A1;Sens Paris - Lille;Beaulencourt;Repos;Km 144;144
A1;Sens Paris - Lille;Croisilles;Repos;Km 157;157
A1;Sens Paris - Lille;Wancourt-Est;Service;Km 165;165
A1;Sens Paris - Lille;Fresnes-lès-Montauban;Repos;Km 173;173
A1;Sens Paris - Lille;Phalempin-Est;Service;Km 200;200
A1;Sens Lille - Paris;Phalempin-Ouest;Service;Km 200;200
A1;Sens Lille - Paris;Fresnes-lès-Montauban;Repos;Km 173;173
A1;Sens Lille - Paris;Wancourt-Ouest;Repos;Km 165;165
A1;Sens Lille - Paris;Saint-Léger;Service;Km 155;155
A1;Sens Lille - Paris;Maurepas;Repos;Km 131;131
A1;Sens Lille - Paris;Cœur des Hauts-de-France-Ouest;Service;Km 122;122
A1;Sens Lille - Paris;Hattencourt;Repos;Km 110;110
A1;Sens Lille - Paris;Goyencourt-Ouest;Repos;Km 104;104
A1;Sens Lille - Paris;Tilloloy-Ouest;Repos;Km 92;92
A1;Sens Lille - Paris;Ressons-Ouest;Service;Km 80;80
A1;Sens Lille - Paris;Bois d'Arsy;Repos;Km 68;68
A1;Sens Lille - Paris;Longueil-Sainte-Marie;Repos;Km 61;61
A1;Sens Lille - Paris;Roberval-Ouest;Repos;Km 54;54
A1;Sens Lille - Paris;Chamant;Repos;Km 44;44
A1;Sens Lille - Paris;Survilliers-Ouest;Repos;Km 30;30
A1;Sens Lille - Paris;Vémars-Ouest;Service;Km 26;26
A1;Sens Lille - Paris;Chennevières;Repos;Km 23;23
A1;Sens Lille - Paris;La Courneuve-Ouest;Service;Km 5;5
A2;Sens Combles - Belgique;Rocquigny;Repos;Km 6;6
A2;Sens Combles - Belgique;Havrincourt;Service;Km 20;20
A2;Sens Combles - Belgique;Hordain;Repos;Km 38;38
A2;Sens Combles - Belgique;La Sentinelle Est;Service;Km 60;60
A2;Sens Combles - Belgique;Hensies Saint-Aybert;Repos;Km 76;76
A2;Sens Belgique - Combles;Hensies Saint-Aybert;Repos;Km 76;76
A2;Sens Belgique - Combles;Les Enclosis;Repos;Km 74;74
A2;Sens Belgique - Combles;La Sentinelle Ouest;Service;Km 60;60
A2;Sens Belgique - Combles;Hordain;Repos;Km 38;38
A2;Sens Belgique - Combles;Graincourt;Service;Km 20;20
A2;Sens Belgique - Combles;Barastre;Repos;Km 7;7
A3;Sens Paris - Roissy-en-France;Noisy-le-Sec;Service;Km 3;3
A4;Sens Paris - Strasbourg;Ferrières;Service;Km 27;27
A4;Sens Paris - Strasbourg;Coutevroult;Repos;Km 35;35
A4;Sens Paris - Strasbourg;Vaucourtois;Repos;Km 46;46
A4;Sens Paris - Strasbourg;Ussy-sur-Marne;Service;Km 57;57
A4;Sens Paris - Strasbourg;Montreuil;Repos;Km 64;64
A4;Sens Paris - Strasbourg;La Fontenelle;Repos;Km 76;76
A4;Sens Paris - Strasbourg;Tardenois;Service;Km 97;97
A4;Sens Paris - Strasbourg;Romigny;Repos;Km 115;115
A4;Sens Paris - Strasbourg;Vrigny;Service;Km 129;129
A4;Sens Paris - Strasbourg;L'Espérance;Repos;Km 151;151
A4;Sens Paris - Strasbourg;Reims - Champagne;Service;Km 159;159
A4;Sens Paris - Strasbourg;Le Mont de Charme;Repos;Km 185;185
A4;Sens Paris - Strasbourg;Valmy - Orbeval;Service;Km 206;206
A4;Sens Paris - Strasbourg;La Fontaine d'Olive;Repos;Km 219;219
A4;Sens Paris - Strasbourg;Rarécourt;Repos;Km 233;233
A4;Sens Paris - Strasbourg;La Rouge Haie;Repos;Km 245;245
A4;Sens Paris - Strasbourg;Verdun - Saint-Nicolas;Service;Km 261;261
A4;Sens Paris - Strasbourg;L'Épinotte;Repos;Km 276;276
A4;Sens Paris - Strasbourg;Le Bois de Labry;Repos;Km 292;292
A4;Sens Paris - Strasbourg;Beaumont;Repos;Km 295;295
A4;Sens Paris - Strasbourg;Metz - Saint-Privat;Service;Km 305;305
A4;Sens Paris - Strasbourg;La Crouée;Repos;Km 32;32
A4;Sens Paris - Strasbourg;Landonvillers;Repos;Km 339;339
A4;Sens Paris - Strasbourg;Brouck;Repos;Km 348;348
A4;Sens Paris - Strasbourg;Longeville;Service;Km 358;358
A4;Sens Paris - Strasbourg;Saint-Avold;Repos;Km 361;361
A4;Sens Paris - Strasbourg;Loupershouse;Repos;Km 380;380
A4;Sens Paris - Strasbourg;Grundviller;Repos;Km 388;388
A4;Sens Paris - Strasbourg;Keskastel;Service;Km 400;400
A4;Sens Paris - Strasbourg;Eywiller;Repos;Km 412;412
A4;Sens Paris - Strasbourg;Katzenkopf;Repos;Km 419;419
A4;Sens Paris - Strasbourg;Danne;Repos;Km 433;433
A4;Sens Paris - Strasbourg;Saverne - Monswiller;Service;Km 437;437
A4;Sens Paris - Strasbourg;Lienbach;Repos;Km 448;448
A4;Sens Paris - Strasbourg;Schwindratzheim;Repos;Km 456;456
A4;Sens Paris - Strasbourg;Brumath;Service;Km 466;466
A4;Sens Strasbourg - Paris;Brumath;Service;Km 466;466
A4;Sens Strasbourg - Paris;Schwindratzheim;Repos;Km 456;456
A4;Sens Strasbourg - Paris;Gottesheim;Repos;Km 447;447
A4;Sens Strasbourg - Paris;Saverne - Eckartswiller;Service;Km 437;437
A4;Sens Strasbourg - Paris;Quatre-Vents;Repos;Km 433;433
A4;Sens Strasbourg - Paris;Schalbach;Repos;Km 419;419
A4;Sens Strasbourg - Paris;Berg;Repos;Km 412;412
A4;Sens Strasbourg - Paris;Keskastel;Service;Km 400;400
A4;Sens Strasbourg - Paris;Petit Hambach;Repos;Km 388;388
A4;Sens Strasbourg - Paris;Loupershouse;Repos;Km 380;380
A4;Sens Strasbourg - Paris;Saint-Avold;Repos;Km 361;361
A4;Sens Strasbourg - Paris;Longeville;Service;Km 358;358
A4;Sens Strasbourg - Paris;Narbéfontaine;Repos;Km 350;350
A4;Sens Strasbourg - Paris;Landonvillers;Repos;Km 340;340
A4;Sens Strasbourg - Paris;Charly-Oradour;Repos;Km 321;321
A4;Sens Strasbourg - Paris;Metz - Saint-Privat;Service;Km 305;305
A4;Sens Strasbourg - Paris;Beaumont;Repos;Km 295;295
A4;Sens Strasbourg - Paris;Le Bois Saint-Martin;Repos;Km 291;291
A4;Sens Strasbourg - Paris;Le Bois de la Ronce;Repos;Km 277;277
A4;Sens Strasbourg - Paris;Verdun - Saint-Nicolas;Service;Km 261;261
A4;Sens Strasbourg - Paris;Les Genièvres;Repos;Km 245;245
A4;Sens Strasbourg - Paris;Jubécourt;Repos;Km 233;233
A4;Sens Strasbourg - Paris;La Fontaine d'Olive;Repos;Km 219;219
A4;Sens Strasbourg - Paris;Valmy - Le Moulin;Service;Km 206;206
A4;Sens Strasbourg - Paris;La Noblette;Repos;Km 186;186
A4;Sens Strasbourg - Paris;Reims - Champagne;Service;Km 159;159
A4;Sens Strasbourg - Paris;La Vesle;Repos;Km 151;151
A4;Sens Strasbourg - Paris;Gueux;Service;Km 130;130
A4;Sens Strasbourg - Paris;Lhéry;Repos;Km 116;116
A4;Sens Strasbourg - Paris;Tardenois;Service;Km 97;97
A4;Sens Strasbourg - Paris;La Talmouse;Repos;Km 79;79
A4;Sens Strasbourg - Paris;Montreuil;Repos;Km 64;64
A4;Sens Strasbourg - Paris;Changis-sur-Marne;Service;Km 55;55
A4;Sens Strasbourg - Paris;Prévilliers;Repos;Km 45;45
A4;Sens Strasbourg - Paris;Coutevroult;Repos;Km 35;35
A4;Sens Strasbourg - Paris;Bussy-Saint-Georges;Service;Km 27;27
A5;Sens Paris - Langres;Les Eprunes;Repos;Km 1;1
A5;Sens Paris - Langres;Jonchets - La Grande Paroisse;Service;Km 30;30
A5;Sens Paris - Langres;Les Rasets;Repos;Km 47;47
A5;Sens Paris - Langres;Montard;Repos;Km 68;68
A5;Sens Paris - Langres;Villeneuve l'Archevêque;Service;Km 85;85
A5;Sens Paris - Langres;Les Tomelles;Repos;Km 109;109
A5;Sens Paris - Langres;Saint-Pouange;Repos;Km 124;124
A5;Sens Paris - Langres;Troyes - Fresnoy-le-Château;Service;Km 140;140
A5;Sens Paris - Langres;Mondeville;Repos;Km 175;175
A5;Sens Paris - Langres;Châteauvillain - Val Marnay;Service;Km 200;200
A5;Sens Paris - Langres;Le Bois Moyen;Repos;Km 219;219
A5;Sens Langres - Paris;Le Champ à la Croix;Repos;Km 219;219
A5;Sens Langres - Paris;Châteauvillain - Orges;Service;Km 200;200
A5;Sens Langres - Paris;Champignol;Repos;Km 175;175
A5;Sens Langres - Paris;Troyes - Le Plessis;Service;Km 140;140
A5;Sens Langres - Paris;La Coloterie;Repos;Km 124;124
A5;Sens Langres - Paris;Fontvannes;Repos;Km 109;109
A5;Sens Langres - Paris;Villeneuve - Vauluisant;Service;Km 85;85
A5;Sens Langres - Paris;Montaphilant;Repos;Km 68;68
A5;Sens Langres - Paris;Gravon;Repos;Km 47;47
A5;Sens Langres - Paris;Jonchets - Les Récompenses;Service;Km 30;30
A5;Sens Langres - Paris;Les Eprunes;Repos;Km 1;1
A5;Sens Langres - Paris;Le Plessis-Picard - Ourdy;Service;Km 5;5
A6;Sens Paris - Lyon;Les Lisses;Service;Km 29;29
A6;Sens Paris - Lyon;Fleury-en-Bière;Repos;Km 50;50
A6;Sens Paris - Lyon;Achères-la-Forêt;Service;Km 57;57
A6;Sens Paris - Lyon;Villiers;Repos;Km 65;65
A6;Sens Paris - Lyon;Nemours;Service;Km 74;74
A6;Sens Paris - Lyon;Sonville;Repos;Km 86;86
A6;Sens Paris - Lyon;Le Liard;Repos;Km 91;91
A6;Sens Paris - Lyon;Le Parc Thierry;Repos;Km 102;102
A6;Sens Paris - Lyon;Les Châtaigniers;Repos;Km 117;117
A6;Sens Paris - Lyon;La Réserve;Service;Km 123;123
A6;Sens Paris - Lyon;La Racheuse;Repos;Km 132;132
A6;Sens Paris - Lyon;La Biche;Repos;Km 148;148
A6;Sens Paris - Lyon;Les Bois Impériaux;Repos;Km 158;158
A6;Sens Paris - Lyon;Venoy Chablis;Service;Km 167;167
A6;Sens Paris - Lyon;La Grosse Tour;Repos;Km 174;174
A6;Sens Paris - Lyon;La Couée;Repos;Km 187;187
A6;Sens Paris - Lyon;Montmorency;Repos;Km 198;198
A6;Sens Paris - Lyon;La Chaponne;Service;Km 213;213
A6;Sens Paris - Lyon;Époisses;Repos;Km 221;221
A6;Sens Paris - Lyon;Ruffey;Repos;Km 233;233
A6;Sens Paris - Lyon;Fermenot;Repos;Km 242;242
A6;Sens Paris - Lyon;Le Chien Blanc;Service;Km 255;255
A6;Sens Paris - Lyon;Le Chaignot;Repos;Km 269;269
A6;Sens Paris - Lyon;La Garenne;Repos;Km 280;280
A6;Sens Paris - Lyon;La Forêt;Service;Km 286;286
A6;Sens Paris - Lyon;Le Rossignol;Repos;Km 297;297
A6;Sens Paris - Lyon;Beaune Tailly;Service;Km 311;311
A6;Sens Paris - Lyon;Le Curney;Repos;Km 323;323
A6;Sens Paris - Lyon;La Ferté;Service;Km 342;342
A6;Sens Paris - Lyon;Jugy;Repos;Km 352;352
A6;Sens Paris - Lyon;Farges;Repos;Km 364;364
A6;Sens Paris - Lyon;Mâcon Saint-Albain;Service;Km 375;375
A6;Sens Paris - Lyon;Crêches;Repos;Km 397;397
A6;Sens Paris - Lyon;Dracé;Service;Km 408;408
A6;Sens Paris - Lyon;Pâtural;Repos;Km 419;419
A6;Sens Paris - Lyon;Villefranche - Limas;Repos;Km 427;427
A6;Sens Paris - Lyon;Les Chères;Service;Km 436;436
A6;Sens Paris - Lyon;Dardilly;Service;Km 450;450
A6;Sens Lyon - Paris;Les Bruyères - Paisy;Service;Km 450;450
A6;Sens Lyon - Paris;Les Chères;Service;Km 436;436
A6;Sens Lyon - Paris;Villefranche - Limas;Repos;Km 427;427
A6;Sens Lyon - Paris;Boitray;Repos;Km 419;419
A6;Sens Lyon - Paris;Taponas;Service;Km 408;408
A6;Sens Lyon - Paris;Les Sablons;Repos;Km 397;397
A6;Sens Lyon - Paris;Mâcon La Salle;Service;Km 375;375
A6;Sens Lyon - Paris;Uchizy;Repos;Km 364;364
A6;Sens Lyon - Paris;Boyer;Repos;Km 352;352
A6;Sens Lyon - Paris;Saint-Ambreuil;Service;Km 342;342
A6;Sens Lyon - Paris;La Loyère;Repos;Km 323;323
A6;Sens Lyon - Paris;Beaune Merceuil;Service;Km 311;311
A6;Sens Lyon - Paris;Savigny-lès-Beaune;Repos;Km 297;297
A6;Sens Lyon - Paris;Le Bois des Corbeaux;Repos;Km 294;294
A6;Sens Lyon - Paris;Le Creux Moreau;Service;Km 286;286
A6;Sens Lyon - Paris;La Repotte;Repos;Km 269;269
A6;Sens Lyon - Paris;Les Lochères;Service;Km 255;255
A6;Sens Lyon - Paris;Marcigny;Repos;Km 242;242
A6;Sens Lyon - Paris;La Côme;Repos;Km 233;233
A6;Sens Lyon - Paris;Genetoy;Repos;Km 221;221
A6;Sens Lyon - Paris;Maison-Dieu;Service;Km 213;213
A6;Sens Lyon - Paris;Hervaux;Repos;Km 198;198
A6;Sens Lyon - Paris;Le Chevreuil;Repos;Km 187;187
A6;Sens Lyon - Paris;Le Buisson Rond;Repos;Km 174;174
A6;Sens Lyon - Paris;Venoy Soleil Levant;Service;Km 167;167
A6;Sens Lyon - Paris;Le Thureau;Repos;Km 158;158
A6;Sens Lyon - Paris;Les Pâtures;Repos;Km 148;148
A6;Sens Lyon - Paris;La Loupière;Repos;Km 132;132
A6;Sens Lyon - Paris;La Couline;Service;Km 123;123
A6;Sens Lyon - Paris;La Roche;Repos;Km 102;102
A6;Sens Lyon - Paris;Égreville;Repos;Km 91;91
A6;Sens Lyon - Paris;Floée;Repos;Km 88;88
A6;Sens Lyon - Paris;Darvault;Service;Km 74;74
A6;Sens Lyon - Paris;Achères;Service;Km 57;57
A6;Sens Lyon - Paris;Arbonne;Repos;Km 52;52
A6;Sens Lyon - Paris;Fleury-en-Bière;Repos;Km 50;50
A6;Sens Lyon - Paris;Villabé;Service;Km 29;29
A7;Sens Lyon - Marseille;Solaize;Service;Km 14;14
A7;Sens Lyon - Marseille;Vienne;Repos;Km 6;6
A7;Sens Lyon - Marseille;Auberives;Repos;Km 12;12
A7;Sens Lyon - Marseille;Roussillon;Service;Km 15;15
A7;Sens Lyon - Marseille;Saint-Rambert-d'Albon;Service;Km 29;29
A7;Sens Lyon - Marseille;Le Bornaron;Repos;Km 45;45
A7;Sens Lyon - Marseille;Pont-de-l'Isère;Service;Km 61;61
A7;Sens Lyon - Marseille;Portes-lès-Valence;Service;Km 78;78
A7;Sens Lyon - Marseille;Bellevue;Repos;Km 86;86
A7;Sens Lyon - Marseille;Bras-de-Zil;Repos;Km 96;96
A7;Sens Lyon - Marseille;La Coucourde;Repos;Km 105;105
A7;Sens Lyon - Marseille;Savasse;Repos;Km 110;110
A7;Sens Lyon - Marseille;Montélimar;Service;Km 120;120
A7;Sens Lyon - Marseille;Pierrelatte;Repos;Km 134;134
A7;Sens Lyon - Marseille;Mornas - Village;Service;Km 158;158
A7;Sens Lyon - Marseille;Orange-Le Grès;Repos;Km 171;171
A7;Sens Lyon - Marseille;Le Fournalet;Repos;Km 183;183
A7;Sens Lyon - Marseille;Morières;Service;Km 195;195
A7;Sens Lyon - Marseille;Cabannes;Repos;Km 201;201
A7;Sens Lyon - Marseille;Cavaillon - Plan d'Orgon;Repos;Km 210;210
A7;Sens Lyon - Marseille;Sénas;Repos;Km 219;219
A7;Sens Lyon - Marseille;Lançon-Provence (BPV);Repos;Km 240;240
A7;Sens Lyon - Marseille;Lançon-Provence;Service;Km 242;242
A7;Sens Marseille - Lyon;Vitrolles;Service;Km 258;258
A7;Sens Marseille - Lyon;Lançon-Provence;Service;Km 242;242
A7;Sens Marseille - Lyon;Lançon-Provence (BPV);Repos;Km 240;240
A7;Sens Marseille - Lyon;Lamanon;Repos;Km 228;228
A7;Sens Marseille - Lyon;Sénas;Repos;Km 219;219
A7;Sens Marseille - Lyon;Cavaillon - Plan d'Orgon;Repos;Km 209;209
A7;Sens Marseille - Lyon;Noves;Repos;Km 200;200
A7;Sens Marseille - Lyon;Sorgues;Service;Km 183;183
A7;Sens Marseille - Lyon;Orange - Le Coudoulet;Repos;Km 171;171
A7;Sens Marseille - Lyon;Mornas - Les Adrets;Service;Km 156;156
A7;Sens Marseille - Lyon;Le Tricastin;Repos;Km 142;142
A7;Sens Marseille - Lyon;Donzère;Repos;Km 128;128
A7;Sens Marseille - Lyon;Montélimar;Service;Km 120;120
A7;Sens Marseille - Lyon;Roubion;Repos;Km 110;110
A7;Sens Marseille - Lyon;Le Logis Neuf;Repos;Km 105;105
A7;Sens Marseille - Lyon;Saulce;Service;Km 96;96
A7;Sens Marseille - Lyon;Livron;Repos;Km 87;87
A7;Sens Marseille - Lyon;Portes-lès-Valence;Service;Km 78;78
A7;Sens Marseille - Lyon;Latitude 45;Service;Km 60;60
A7;Sens Marseille - Lyon;La Bouterne;Repos;Km 55;55
A7;Sens Marseille - Lyon;La Galaure;Repos;Km 45;45
A7;Sens Marseille - Lyon;Saint-Rambert-d'Albon;Service;Km 29;29
A7;Sens Marseille - Lyon;La Grande Borne;Repos;Km 12;12
A7;Sens Marseille - Lyon;Vienne;Repos;Km 6;6
A7;Sens Marseille - Lyon;Sérézin-du-Rhône;Service;Km 14;14
A8;Sens Coudoux - Italie;Ventabren;Repos;Km 8;8
A8;Sens Coudoux - Italie;La Barque;Repos;Km 29;29
A8;Sens Coudoux - Italie;La Sainte-Victoire;Service;Km 38;38
A8;Sens Coudoux - Italie;Barcelone;Repos;Km 53;53
A8;Sens Coudoux - Italie;Les Terrasses de Provence;Service;Km 67;67
A8;Sens Coudoux - Italie;Roudaï;Repos;Km 85;85
A8;Sens Coudoux - Italie;Vidauban Sud;Service;Km 107;107
A8;Sens Coudoux - Italie;Le Jas Pellicot;Repos;Km 128;128
A8;Sens Coudoux - Italie;Le Capitou;Repos;Km 133;133
A8;Sens Coudoux - Italie;Le Reyran;Repos;Km 138;138
A8;Sens Coudoux - Italie;L'Estérel;Service;Km 143;143
A8;Sens Coudoux - Italie;Le Piccolaret;Repos;Km 166;166
A8;Sens Coudoux - Italie;La Côte d'Azur;Service;Km 168;168
A8;Sens Coudoux - Italie;Antibes;Repos;Km 172;172
A8;Sens Coudoux - Italie;La Turbie;Repos;Km 208;208
A8;Sens Coudoux - Italie;La Riviera Française;Service;Km 212;212
A8;Sens Italie - Coudoux;Via Julia Augusta;Service;Km 210;210
A8;Sens Italie - Coudoux;La Turbie;Repos;Km 208;208
A8;Sens Italie - Coudoux;Saint Isidore;Repos;Km 190;190
A8;Sens Italie - Coudoux;Antibes;Repos;Km 172;172
A8;Sens Italie - Coudoux;Les Bréguières Nord;Service;Km 168;168
A8;Sens Italie - Coudoux;Le Capitou;Repos;Km 133;133
A8;Sens Italie - Coudoux;Canaver;Service;Km 128;128
A8;Sens Italie - Coudoux;Provence Verdon;Service;Km 107;107
A8;Sens Italie - Coudoux;Candumy;Repos;Km 85;85
A8;Sens Italie - Coudoux;Cambarette;Service;Km 68;68
A8;Sens Italie - Coudoux;Saint Hilaire;Repos;Km 52;52
A8;Sens Italie - Coudoux;Rousset;Service;Km 37;37
A8;Sens Italie - Coudoux;La Barque;Repos;Km 29;29
A8;Sens Italie - Coudoux;Ventabren;Repos;Km 8;8
A9;Sens Orange - Espagne;Roquemaure-Nord;Repos;Km 11;11
A9;Sens Orange - Espagne;Tavel-Nord;Service;Km 18;18
A9;Sens Orange - Espagne;Estézargues-Nord;Repos;Km 25;25
A9;Sens Orange - Espagne;Lédenon;Repos;Km 36;36
A9;Sens Orange - Espagne;Nîmes-Marguerittes;Service;Km 45;45
A9;Sens Orange - Espagne;Milhaud;Repos;Km 60;60
A9;Sens Orange - Espagne;Vergèze;Repos;Km 68;68
A9;Sens Orange - Espagne;Ambrussum;Service;Km 76;76
A9;Sens Orange - Espagne;Lunel;Service;Km 78;78
A9;Sens Orange - Espagne;Nabrigas;Repos;Km 83;83
A9;Sens Orange - Espagne;Montpellier-Fabrègues;Service;Km 111;111
A9;Sens Orange - Espagne;Gigean;Repos;Km 120;120
A9;Sens Orange - Espagne;Mèze;Repos;Km 131;131
A9;Sens Orange - Espagne;Florensac;Repos;Km 143;143
A9;Sens Orange - Espagne;Béziers-Montblanc-Boby Lapointe;Service;Km 154;154
A9;Sens Orange - Espagne;Lespignan;Repos;Km 173;173
A9;Sens Orange - Espagne;Narbonne-Vinassan-Charles Trenet;Service;Km 182;182
A9;Sens Orange - Espagne;Prat-de-Cest;Repos;Km 198;198
A9;Sens Orange - Espagne;Gasparets;Repos;Km 209;209
A9;Sens Orange - Espagne;La Palme;Service;Km 218;218
A9;Sens Orange - Espagne;Fitou;Repos;Km 226;226
A9;Sens Orange - Espagne;Le Château de Salses;Repos;Km 234;234
A9;Sens Orange - Espagne;Rivesaltes;Repos;Km 245;245
A9;Sens Orange - Espagne;Les Pavillons;Repos;Km 256;256
A9;Sens Orange - Espagne;Le Village Catalan;Service;Km 265;265
A9;Sens Orange - Espagne;Le Boulou;Repos;Km 271;271
A9;Sens Espagne - Orange;Le Boulou;Repos;Km 271;271
A9;Sens Espagne - Orange;Le Village Catalan;Service;Km 265;265
A9;Sens Espagne - Orange;Les Pavillons;Repos;Km 256;256
A9;Sens Espagne - Orange;Pia;Repos;Km 245;245
A9;Sens Espagne - Orange;Le Château de Salses;Repos;Km 234;234
A9;Sens Espagne - Orange;Fitou;Repos;Km 226;226
A9;Sens Espagne - Orange;La Palme;Service;Km 218;218
A9;Sens Espagne - Orange;Sigean;Repos;Km 209;209
A9;Sens Espagne - Orange;Bages;Repos;Km 198;198
A9;Sens Espagne - Orange;Narbonne-Vinassan-Charles Trenet;Service;Km 182;182
A9;Sens Espagne - Orange;Lespignan;Repos;Km 173;173
A9;Sens Espagne - Orange;Béziers-Montblanc-Boby Lapointe;Service;Km 154;154
A9;Sens Espagne - Orange;Florensac;Repos;Km 143;143
A9;Sens Espagne - Orange;Loupian-Georges Brassens;Repos;Km 128;128
A9;Sens Espagne - Orange;Gigean;Repos;Km 120;120
A9;Sens Espagne - Orange;Montpellier-Fabrègues;Service;Km 111;111
A9;Sens Espagne - Orange;Lunel;Service;Km 78;78
A9;Sens Espagne - Orange;Ambrussum;Service;Km 76;76
A9;Sens Espagne - Orange;Vergèze;Repos;Km 69;69
A9;Sens Espagne - Orange;Milhaud;Repos;Km 60;60
A9;Sens Espagne - Orange;Nîmes-Marguerittes;Service;Km 45;45
A9;Sens Espagne - Orange;Lédenon;Repos;Km 36;36
A9;Sens Espagne - Orange;Estézargues-Sud;Repos;Km 25;25
A9;Sens Espagne - Orange;Tavel-Sud;Service;Km 18;18
A9;Sens Espagne - Orange;Roquemaure-Sud;Repos;Km 11;11
A10;Sens Paris - Bordeaux;Limours-Janvry;Service;Km 5;5
A10;Sens Paris - Bordeaux;Saint-Arnoult;Repos;km 24;24
A10;Sens Paris - Bordeaux;Boutroux;Repos;Km 43;43
A10;Sens Paris - Bordeaux;Les plaines de Beauce;Service;Km 57;57
A10;Sens Paris - Bordeaux;Le Héron Cendré;Repos;Km 75;75
A10;Sens Paris - Bordeaux;Orléans-Saran;Service;Km 90;90
A10;Sens Paris - Bordeaux;Bellevue;Repos;Km 105;105
A10;Sens Paris - Bordeaux;Meung-sur-Loire;Service;Km 117;117
A10;Sens Paris - Bordeaux;Fougères;Repos;Km 127;127
A10;Sens Paris - Bordeaux;Blois-Villerbon;Service;Km 143;143
A10;Sens Paris - Bordeaux;La Chatière;Repos;Km 166;166
A10;Sens Paris - Bordeaux;La Courte Épée;Repos;Km 181;181
A10;Sens Paris - Bordeaux;Monnaie;Repos;Km 192;192
A10;Sens Paris - Bordeaux;Tours - la Longue Vue;Service;Km 196;196
A10;Sens Paris - Bordeaux;Le Village Brûlé;Repos;Km 219;219
A10;Sens Paris - Bordeaux;Sorigny;Repos;Km 228;228
A10;Sens Paris - Bordeaux;Sainte Maure de Touraine;Service;Km 234;234
A10;Sens Paris - Bordeaux;Maillé;Repos;Km 251;251
A10;Sens Paris - Bordeaux;Châtellerault - Antran;Service;Km 265;265
A10;Sens Paris - Bordeaux;Les Meuniers;Repos;Km 277;277
A10;Sens Paris - Bordeaux;Poitiers - Jaunay-Clan;Service;Km 292;292
A10;Sens Paris - Bordeaux;Les Cent Septiers;Repos;Km 303;303
A10;Sens Paris - Bordeaux;Coulombiers;Repos;Km 324;324
A10;Sens Paris - Bordeaux;Rouillé-Pamproux Nord;Service;Km 338;338
A10;Sens Paris - Bordeaux;Sainte-Eanne;Repos;Km 347;347
A10;Sens Paris - Bordeaux;Sainte-Néomaye;Repos;Km 362;362
A10;Sens Paris - Bordeaux;Poitou-Charentes;Service;Km 372;372
A10;Sens Paris - Bordeaux;Gript Nord;Repos;Km 382;382
A10;Sens Paris - Bordeaux;Doeuil-sur-le-Mignon;Repos;Km 396;396
A10;Sens Paris - Bordeaux;Lozay;Repos;Km 406;406
A10;Sens Paris - Bordeaux;Fenioux Ouest;Service;Km 422;422
A10;Sens Paris - Bordeaux;Port-d'Envaux;Repos;Km 434;434
A10;Sens Paris - Bordeaux;Chermignac;Repos;Km 445;445
A10;Sens Paris - Bordeaux;Saint-Léger Ouest;Service;Km 456;456
A10;Sens Paris - Bordeaux;Saint-Palais-de-Phiolin;Repos;Km 468;468
A10;Sens Paris - Bordeaux;Saint-Ciers Ouest;Repos;Km 476;476
A10;Sens Paris - Bordeaux;Saint-Caprais;Repos;Km 493;493
A10;Sens Paris - Bordeaux;Saugon Ouest;Service;Km 506;506
A10;Sens Paris - Bordeaux;Saint-Christoly;Repos;Km 515;515
A10;Sens Paris - Bordeaux;Virsac;Repos;Km 525;525
A10;Sens Paris - Bordeaux;L'Estalot;Service;Km 530;530
A10;Sens Bordeaux - Paris;Meillac;Service;Km 530;530
A10;Sens Bordeaux - Paris;Virsac;Repos;Km 525;525
A10;Sens Bordeaux - Paris;Cézac;Repos;Km 520;520
A10;Sens Bordeaux - Paris;Les Terres de l'Estuaire;Service;Km 506;506
A10;Sens Bordeaux - Paris;Boisredon;Repos;Km 491;491
A10;Sens Bordeaux - Paris;Saint-Ciers Est;Repos;Km 476;476
A10;Sens Bordeaux - Paris;Saint-Palais-de-Phiolin;Repos;Km 468;468
A10;Sens Bordeaux - Paris;Saint-Léger Est;Service;Km 456;456
A10;Sens Bordeaux - Paris;Chermignac;Repos;Km 445;445
A10;Sens Bordeaux - Paris;Port-d'Envaux;Repos;Km 434;434
A10;Sens Bordeaux - Paris;Fenioux Est;Service;Km 422;422
A10;Sens Bordeaux - Paris;La Benâte;Repos;Km 406;406
A10;Sens Bordeaux - Paris;Doeuil-sur-le-Mignon;Repos;Km 396;396
A10;Sens Bordeaux - Paris;Gript Sud;Repos;Km 382;382
